type;SzakmaKod;year;KorhazRovid;N;KorhazNev;SzakmaMegnev;MukodoAtlagAgy;TeljesitettApolasiNapSzam;ElbocsatottBetegSzam;KorhazNevEgyseges;IncPerDay;IncPerDayLCI;IncPerDayUCI;IncPerPatient;IncPerPatientLCI;IncPerPatientUCI
MRK;05;2017;0403;0;Orosházi Kórház;Csecsemő- és gyermekgyógyászat;29;4508;1185;Orosházi Kórház;0;0;81,7961527865745;0;0;31,0813814877827
MRK;05;2017;0468;5;Békés Megyei Központi Kórház;Csecsemő- és gyermekgyógyászat;91;17731;3622;Békés Megyei Központi Kórház;28,1991991427443;9,15681688594078;65,7951502060504;13,8045278851463;4,48376396077427;32,1855170153152
MRK;05;2017;0504;0;Sátoraljaújhelyi Erzsébet Kórház;Csecsemő- és gyermekgyógyászat;20;1943;471;Sátoraljaújhelyi Erzsébet Kórház;0;0;189,674725225842;0;0;78,014255035862
MRK;05;2017;0561;0;Almási Balogh Pál Kórház, Ózd;Csecsemő- és gyermekgyógyászat;20;5395;1507;Almási Balogh Pál Kórház, Ózd;0;0;68,3525225090413;0;0;24,4483627158627
MRK;05;2017;0563;0;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;266;49096;9617;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;0;0;7,51332262031801;0;0;3,83505464924398
MRK;05;2017;0601;0;Dr. Bugyi István Kórház, Szentes;Csecsemő- és gyermekgyógyászat;20;4029;1106;Dr. Bugyi István Kórház, Szentes;0;0;91,5162877579493;0;0;33,2977799752235
MRK;05;2017;0602;0;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;Csecsemő- és gyermekgyógyászat;25;3043;889;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;0;0;121,151640934676;0;0;41,4087354381632
MRK;05;2017;0643;1;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;Csecsemő- és gyermekgyógyászat;159;25871;7565;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;3,86533183873836;0,0978616814041652;21,5343478627923;1,32187706543291;0,0334669737194257;7,36280260213264
MRK;05;2017;0701;0;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;Csecsemő- és gyermekgyógyászat;82;16847;4345;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;0;0;21,8939610521841;0;0;8,48633827085762
MRK;05;2017;0702;0;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;Csecsemő- és gyermekgyógyászat;42;5413;1567;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;0;0;68,1253053981009;0;0;23,5133430639762
MRK;05;2017;0801;1;Petz Aladár Megyei Oktató Kórház, Győr;Csecsemő- és gyermekgyógyászat;87;18943;3882;Petz Aladár Megyei Oktató Kórház, Győr;5,27899487937497;0,133652489391046;29,4091279949972;2,57599175682638;0,0652182519964994;14,3440591724845
MRK;05;2017;0802;0;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;Csecsemő- és gyermekgyógyászat;42;7531;1881;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;0;0;48,9706034671512;0;0;19,5920501723226
MRK;05;2017;0803;0;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;Csecsemő- és gyermekgyógyászat;15;1233;374;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;0;0;298,732098392945;0;0;98,148310982108
MRK;05;2017;0901;0;Debreceni Egyetem Kenézy Gyula Egyetemi Kórház;Csecsemő- és gyermekgyógyászat;5;1353;711;Kenézy Gyula Kórház és Rendelőintézet, Debrecen;0;0;272,273115935184;0;0;51,7486143548477
MRK;05;2017;0902;0;Gróf Tisza István Kórház, Berettyóújfalu;Csecsemő- és gyermekgyógyászat;34;5204;1263;Gróf Tisza István Kórház, Berettyóújfalu;0;0;70,860344415093;0;0;29,1646681575905
MRK;05;2017;0940;6;Debreceni Egyetem Klinikai Központ;Csecsemő- és gyermekgyógyászat;141;36500;8370;Debreceni Egyetem Klinikai Központ;16,4383561643836;6,0328182419418;35,7759209284607;7,16845878136201;2,63113788670228;15,5961377875732
MRK;05;2017;1011;1;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;Csecsemő- és gyermekgyógyászat;40;5151;1301;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;19,41370607649;0,491511274787392;108,118259216493;7,68639508070715;0,194600781246966;42,7506842193652
MRK;05;2017;1035;0;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;Csecsemő- és gyermekgyógyászat;26;3428;1112;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;0;0;107,552373384699;0;0;33,1184135344509
MRK;05;2017;1037;0;Bugát Pál Kórház, Gyöngyös;Csecsemő- és gyermekgyógyászat;18;2765;1063;Bugát Pál Kórház, Gyöngyös;0;0;133,324405751043;0;0;34,6423911410293
MRK;05;2017;1101;0;Szent Borbála Kórház, Tatabánya;Csecsemő- és gyermekgyógyászat;70,8;13750;2921;Szent Borbála Kórház, Tatabánya;0;0;26,8246157681553;0;0;12,6208528719841
MRK;05;2017;1201;1;Szent Lázár Megyei Kórház, Salgótarján;Csecsemő- és gyermekgyógyászat;55;7597;1550;Szent Lázár Megyei Kórház, Salgótarján;13,1630906936949;0,333260047350231;73,3179841692979;6,45161290322581;0,163339362670942;35,8931206349195
MRK;05;2017;1202;1;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;Csecsemő- és gyermekgyógyászat;19;2204;708;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;45,3720508166969;1,14871427265765;252,534861108226;14,1242937853107;0,357589764295799;78,4419243454637
MRK;05;2017;1304;0;Jávorszky Ödön Kórház, Vác;Csecsemő- és gyermekgyógyászat;24;3175;1196;Jávorszky Ödön Kórház, Vác;0;0;116,117710809402;0;0;30,7959565687847
MRK;05;2017;1306;0;Tüdőgyógyintézet, Törökbálint;Csecsemő- és gyermekgyógyászat;30;2920;654;Tüdőgyógyintézet, Törökbálint;0;0;126,251723522908;0;0;56,2461077356927
MRK;05;2017;1309;0;Pest Megyei Flór Ferenc Kórház, Kistarcsa;Csecsemő- és gyermekgyógyászat;33;6050;1827;Pest Megyei Flór Ferenc Kórház, Kistarcsa;0;0;60,954629230846;0;0;20,1705411462739
MRK;05;2017;13B2;2;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;Csecsemő- és gyermekgyógyászat;34;6332;2102;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;31,5855969677827;3,82539124385005;114,050973611412;9,51474785918173;1,15248788256741;34,3278519217709
MRK;05;2017;1401;0;Somogy Megyei Kaposi Mór Oktató Kórház;Csecsemő- és gyermekgyógyászat;78;11227;2841;Somogy Megyei Kaposi Mór Oktató Kórház;0;0;32,8518169499331;0;0;12,976014039411
MRK;05;2017;1402;0;Siófoki Kórház-Rendelőintézet;Csecsemő- és gyermekgyógyászat;33;4730;1538;Siófoki Kórház-Rendelőintézet;0;0;77,9585912893238;0;0;23,9561711081059
MRK;05;2017;1501;5;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;170;40245;9022;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;12,4239035905081;4,03412679080143;28,9908446333922;5,5420084238528;1,79971210718585;12,9284199297689
MRK;05;2017;1503;0;Felső-Szabolcsi Kórház, Kisvárda;Csecsemő- és gyermekgyógyászat;67;12216;2998;Felső-Szabolcsi Kórház, Kisvárda;0;0;30,1925551948607;0;0;12,2969009330443
MRK;05;2017;1601;1;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;Csecsemő- és gyermekgyógyászat;112;14744;3122;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;6,78241996744438;0,171715858972721;37,7833672910279;3,20307495195388;0,0810945077751195;17,8333303514027
MRK;05;2017;1603;0;Kátai Gábor Kórház, Karcag;Csecsemő- és gyermekgyógyászat;20;2658;680;Kátai Gábor Kórház, Karcag;0;0;138,687767123971;0;0;54,1013494736574
MRK;05;2017;1608;0;Jászberényi Szent Erzsébet Kórház;Csecsemő- és gyermekgyógyászat;15;2781;848;Jászberényi Szent Erzsébet Kórház;0;0;132,557855585893;0;0;43,4064574309904
MRK;05;2017;1701;0;Tolna Megyei Balassa János Kórház;Csecsemő- és gyermekgyógyászat;47,1;7939;2367;Tolna Megyei Balassa János Kórház;0;0;46,454497575907;0;0;15,5724818658425
MRK;05;2017;1703;0;Dombóvári Szent Lukács Kórház;Csecsemő- és gyermekgyógyászat;15;2021;583;Dombóvári Szent Lukács Kórház;0;0;182,360954625944;0;0;63,0743311389753
MRK;05;2017;1801;0;Markusovszky Egyetemi Oktatókórház, Szombathely;Csecsemő- és gyermekgyógyászat;74;18626;4279;Markusovszky Egyetemi Oktatókórház, Szombathely;0;0;19,8030397665889;0;0;8,6171765353466
MRK;05;2017;1901;0;Csolnoky Ferenc Kórház, Veszprém;Csecsemő- és gyermekgyógyászat;71;14768;3369;Csolnoky Ferenc Kórház, Veszprém;0;0;24,9757500831475;0;0;10,9434865705674
MRK;05;2017;1903;2;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;Csecsemő- és gyermekgyógyászat;15;2559;807;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;78,1555295037124;9,4663990272842;282,036582179856;24,7831474597274;3,0027645647783;89,2359154556488
MRK;05;2017;1912;0;Magyar Imre Kórház, Ajka;Csecsemő- és gyermekgyógyászat;30;4590;1432;Magyar Imre Kórház, Ajka;0;0;80,3354578767008;0;0;25,7271801221869
MRK;05;2017;2001;2;Zala Megyei Szent Rafael Kórház;Csecsemő- és gyermekgyógyászat;58;11924;2497;Zala Megyei Kórház;16,7728950016773;2,03133994816009;60,5761911763019;8,00961153384061;0,970148346313465;28,9032166602434
MRK;05;2017;2002;5;Kanizsai Dorottya Kórház, Nagykanizsa;Csecsemő- és gyermekgyógyászat;34;6557;1621;Kanizsai Dorottya Kórház, Nagykanizsa;76,2543846271161;24,7640794674577;177,861824727096;30,8451573103023;10,0226896584758;71,8343505199603
MRK;05;2017;2003;0;Keszthelyi Kórház;Csecsemő- és gyermekgyógyászat;15;2760;845;Keszthelyi Kórház;0;0;133,565774099289;0;0;43,5602270653515
MRK;05;2018;0101;0;Szent Imre Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;4;291;277;Szent Imre Kórház;0;0;1259,65525269814;0;0;132,289720424698
MRK;05;2018;0106;1;Szent János Kórház és Észak-budai Egyesített Kórházak;Csecsemő- és gyermekgyógyászat;77;15145;4548;Szent János Kórház és Észak-budai Egyesített Kórházak;6,60283922086497;0,167169275817008;36,7831135054008;2,19876868953386;0,0556678485374439;12,2445995897278
MRK;05;2018;0109;1;Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet;Csecsemő- és gyermekgyógyászat;12;1622;483;Egyesített Szent István és Szent László Kórház-Rendelőintézet;61,652281134402;1,56088843356397;343,020827955137;20,703933747412;0,524164481236204;114,810490733437
MRK;05;2018;0112;0;Bajcsy-Zsilinszky Kórház és Rendelőintézet;Csecsemő- és gyermekgyógyászat;4;474;304;Bajcsy-Zsilinszky Kórház és Rendelőintézet;0;0;775,224127863461;0;0;120,611460742075
MRK;05;2018;0115;0;Jahn Ferenc Dél-pesti Kórház;Csecsemő- és gyermekgyógyászat;25;3302;474;Jahn Ferenc Dél-pesti Kórház;0;0;111,65413922974;0;0;77,5224127863461
MRK;05;2018;0116;1;Péterfy Kórház-Rendelőintézet Országos Traumatológiai Intézet;Csecsemő- és gyermekgyógyászat;34;6892;742;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;14,5095763203714;0,367349992480826;80,8153777425802;13,4770889487871;0,34120452903364;74,8586190630307
MRK;05;2018;0140;1;Semmelweis Egyetem;Csecsemő- és gyermekgyógyászat;313;80724;17950;Semmelweis Egyetem;1,23878895991279;0,0313634161018098;6,90189488135106;0,557103064066852;0,0141046184564817;3,10358436119101
MRK;05;2018;0162;5;Gottsegen György Országos Kardiológiai Intézet;Csecsemő- és gyermekgyógyászat;41;10285;2637;Gottsegen György Országos Kardiológiai Intézet;48,6144871171609;15,7868156943565;113,413221893547;18,9609404626469;6,15934214561405;44,1925863827652
MRK;05;2018;01A6;1;Magyar Honvédség Egészségügyi Központ;Csecsemő- és gyermekgyógyászat;14;5665;259;Magyar Honvédség Egészségügyi Központ;17,6522506619594;0,446915294080667;98,3123699639652;38,6100386100386;0,977473767933292;213,232368453712
MRK;05;2018;01E8;0;Szent Margit Kórház, Budapest;Csecsemő- és gyermekgyógyászat;18;2157;180;Szent Margit Kórház, Budapest;0;0;170,872828440638;0;0;202,85204570113
MRK;05;2018;0204;0;Mohácsi Kórház;Csecsemő- és gyermekgyógyászat;21;3172;775;Mohácsi Kórház;0;0;116,227468253594;0;0;47,4853434919429
MRK;05;2018;0207;0;Szigetvári Kórház;Csecsemő- és gyermekgyógyászat;15;2879;848;Szigetvári Kórház;0;0;128,048529760374;0;0;43,4064574309904
MRK;05;2018;0242;2;Pécsi Tudományegyetem;Csecsemő- és gyermekgyógyászat;143,4;29853;6066;Pécsi Tudományegyetem;6,69949418818879;0,81135012476915;24,1987588693322;3,29706561160567;0,399314885026184;11,9050065949157
MRK;05;2018;0301;2;Bács-Kiskun Megyei Kórház, Kecskemét;Csecsemő- és gyermekgyógyászat;71;16134;3794;Bács-Kiskun Megyei Kórház, Kecskemét;12,3961819759514;1,50127040355172;44,7720216550409;5,27148128624143;0,638464606913824;19,0292958577332
MRK;05;2018;0302;0;Bajai Szent Rókus Kórház;Csecsemő- és gyermekgyógyászat;38;7272;1830;Bajai Szent Rókus Kórház;0;0;50,7143011594176;0;0;20,1375080015738
MRK;05;2018;0306;0;Kiskunhalasi Semmelweis Kórház;Csecsemő- és gyermekgyógyászat;42;5726;1503;Kiskunhalasi Semmelweis Kórház;0;0;64,4025752687141;0;0;24,5133484049419
MRK;05;2018;0403;0;Orosházi Kórház;Csecsemő- és gyermekgyógyászat;29;4779;1210;Orosházi Kórház;0;0;77,159575416687;0;0;30,4401825877651
MRK;05;2018;0468;3;Békés Megyei Központi Kórház;Csecsemő- és gyermekgyógyászat;91;17545;3672;Békés Megyei Központi Kórház;17,0988885722428;3,52634071683556;49,961996089824;8,16993464052288;1,68515393955683;23,8572724800608
MRK;05;2018;0504;1;Sátoraljaújhelyi Erzsébet Kórház;Csecsemő- és gyermekgyógyászat;20;1595;406;Sátoraljaújhelyi Erzsébet Kórház;62,6959247648903;1,587310786684;348,819130383625;24,6305418719212;0,623571886759141;136,462449988319
MRK;05;2018;0561;0;Almási Balogh Pál Kórház, Ózd;Csecsemő- és gyermekgyógyászat;20;4845;1437;Almási Balogh Pál Kórház, Ózd;0;0;76,1088853139811;0;0;25,6377779911285
MRK;05;2018;0563;3;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;261,2;42870;7639;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;6,99790062981106;1,44315859666535;20,4494596671466;3,92721560413667;0,809959507293099;11,4726588143054
MRK;05;2018;0601;0;Dr. Bugyi István Kórház, Szentes;Csecsemő- és gyermekgyógyászat;20;4543;1263;Dr. Bugyi István Kórház, Szentes;0;0;81,1662379303581;0;0;29,1646681575905
MRK;05;2018;0602;0;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;Csecsemő- és gyermekgyógyászat;25;3024;894;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;0;0;121,912380838749;0;0;41,1776204371201
MRK;05;2018;0643;3;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;Csecsemő- és gyermekgyógyászat;163,7;23476;7190;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;12,7790083489521;2,63541627688594;37,3410982010355;4,17246175243394;0,860544592256983;12,188814275967
MRK;05;2018;0701;1;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;Csecsemő- és gyermekgyógyászat;82;15621;4188;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;6,4016388195378;0,162075331075628;35,6624298090652;2,38777459407832;0,0604530359534264;13,2965695420311
MRK;05;2018;0702;0;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;Csecsemő- és gyermekgyógyászat;42;4899;1529;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;0;0;75,2702789335841;0;0;24,0970118924168
MRK;05;2018;0801;0;Petz Aladár Megyei Oktató Kórház, Győr;Csecsemő- és gyermekgyógyászat;87;19908;4178;Petz Aladár Megyei Oktató Kórház, Győr;0;0;18,5279169544871;0;0;8,82539833185106
MRK;05;2018;0802;0;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;Csecsemő- és gyermekgyógyászat;42;7652;1826;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;0;0;48,1964248390307;0;0;20,1815762907307
MRK;05;2018;0803;0;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;Csecsemő- és gyermekgyógyászat;15;1117;350;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;0;0;329,704110415562;0;0;104,843080319834
MRK;05;2018;0901;0;Debreceni Egyetem Kenézy Gyula Egyetemi Kórház;Csecsemő- és gyermekgyógyászat;5;1445;739;Kenézy Gyula Kórház és Rendelőintézet, Debrecen;0;0;254,960198345213;0;0;49,7927988072018
MRK;05;2018;0902;0;Gróf Tisza István Kórház, Berettyóújfalu;Csecsemő- és gyermekgyógyászat;34;5258;1292;Gróf Tisza István Kórház, Berettyóújfalu;0;0;70,1328593484172;0;0;28,5109773512598
MRK;05;2018;0940;7;Debreceni Egyetem Klinikai Központ;Csecsemő- és gyermekgyógyászat;141;36238;7817;Debreceni Egyetem Klinikai Központ;19,3167393344004;7,76667245679605;39,7957897516716;8,95484201100166;3,60104480844962;18,4416381836022
MRK;05;2018;1011;0;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;Csecsemő- és gyermekgyógyászat;40;5240;1247;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;0;0;70,3736889607247;0;0;29,5383207919037
MRK;05;2018;1035;0;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;Csecsemő- és gyermekgyógyászat;26;3416;1113;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;0;0;107,929988063494;0;0;33,0887068312167
MRK;05;2018;1037;0;Bugát Pál Kórház, Gyöngyös;Csecsemő- és gyermekgyógyászat;18;3161;1190;Bugát Pál Kórház, Gyöngyös;0;0;116,631693591117;0;0;30,9509897579287
MRK;05;2018;1101;1;Szent Borbála Kórház, Tatabánya;Csecsemő- és gyermekgyógyászat;69,3;12909;2824;Szent Borbála Kórház, Tatabánya;7,74653342629174;0,196125053505303;43,1532799547717;3,54107648725213;0,089651892686438;19,7136531320968
MRK;05;2018;1201;0;Szent Lázár Megyei Kórház, Salgótarján;Csecsemő- és gyermekgyógyászat;55;7324;1444;Szent Lázár Megyei Kórház, Salgótarján;0;0;50,3543230613155;0;0;25,5136538146575
MRK;05;2018;1202;0;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;Csecsemő- és gyermekgyógyászat;19;2423;753;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;0;0;152,128469839251;0;0;48,8693020768851
MRK;05;2018;1304;0;Jávorszky Ödön Kórház, Vác;Csecsemő- és gyermekgyógyászat;24;3349;1173;Jávorszky Ödön Kórház, Vác;0;0;110,088043408291;0;0;31,3988498725769
MRK;05;2018;1306;0;Tüdőgyógyintézet, Törökbálint;Csecsemő- és gyermekgyógyászat;30;3006;733;Tüdőgyógyintézet, Törökbálint;0;0;122,641947260849;0;0;50,199354973791
MRK;05;2018;1309;0;Pest Megyei Flór Ferenc Kórház, Kistarcsa;Csecsemő- és gyermekgyógyászat;33;5276;1616;Pest Megyei Flór Ferenc Kórház, Kistarcsa;0;0;69,8936724266206;0;0;22,8011900496577
MRK;05;2018;13B2;0;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;Csecsemő- és gyermekgyógyászat;34;6341;2019;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;0;0;58,1581242479;0;0;18,2541434478501
MRK;05;2018;1401;0;Somogy Megyei Kaposi Mór Oktató Kórház;Csecsemő- és gyermekgyógyászat;78;10713;2661;Somogy Megyei Kaposi Mór Oktató Kórház;0;0;34,4277459035668;0;0;13,8531519480709
MRK;05;2018;1402;0;Siófoki Kórház-Rendelőintézet;Csecsemő- és gyermekgyógyászat;33;4228;1456;Siófoki Kórház-Rendelőintézet;0;0;87,2107537941804;0;0;25,3036427128309
MRK;05;2018;1501;12;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;170;41173;9142;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;29,1453136764384;15,0606867179204;50,9054570802408;13,1262305841173;6,78429617181503;22,9176452929607
MRK;05;2018;1503;0;Felső-Szabolcsi Kórház, Kisvárda;Csecsemő- és gyermekgyógyászat;67;12336;3080;Felső-Szabolcsi Kórház, Kisvárda;0;0;29,8988972072905;0;0;11,9697119227182
MRK;05;2018;1601;1;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;Csecsemő- és gyermekgyógyászat;112;13730;2992;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;7,28332119446468;0,184397557476861;40,5733131205438;3,34224598930481;0,0846179841813004;18,6075823610777
MRK;05;2018;1603;0;Kátai Gábor Kórház, Karcag;Csecsemő- és gyermekgyógyászat;20;2531;663;Kátai Gábor Kórház, Karcag;0;0;145,641743477152;0;0;55,4847080560083
MRK;05;2018;1607;0;Mezőtúri Kórház és Rendelőintézet;Csecsemő- és gyermekgyógyászat;15;1480;500;Mezőtúri Kórház és Rendelőintézet;0;0;248,938245327019;0;0;73,5061005190774
MRK;05;2018;1608;0;Jászberényi Szent Erzsébet Kórház;Csecsemő- és gyermekgyógyászat;15;2638;852;Jászberényi Szent Erzsébet Kórház;0;0;139,738493598788;0;0;43,2031120925576
MRK;05;2018;1701;0;Tolna Megyei Balassa János Kórház;Csecsemő- és gyermekgyógyászat;45;8351;2463;Tolna Megyei Balassa János Kórház;0;0;44,1631520946311;0;0;14,9659698827751
MRK;05;2018;1703;0;Dombóvári Szent Lukács Kórház;Csecsemő- és gyermekgyógyászat;15;1829;531;Dombóvári Szent Lukács Kórház;0;0;201,485070214373;0;0;69,2296737028197
MRK;05;2018;1801;0;Markusovszky Egyetemi Oktatókórház, Szombathely;Csecsemő- és gyermekgyógyászat;74;18096;4001;Markusovszky Egyetemi Oktatókórház, Szombathely;0;0;20,3829768436035;0;0;9,21564464586208
MRK;05;2018;1901;0;Csolnoky Ferenc Kórház, Veszprém;Csecsemő- és gyermekgyógyászat;71;14328;3172;Csolnoky Ferenc Kórház, Veszprém;0;0;25,7426341873831;0;0;11,6227468253594
MRK;05;2018;1903;0;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;Csecsemő- és gyermekgyógyászat;15;2489;816;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;0;0;148,097517474328;0;0;45,104826868792
MRK;05;2018;1912;0;Magyar Imre Kórház, Ajka;Csecsemő- és gyermekgyógyászat;30;4496;1344;Magyar Imre Kórház, Ajka;0;0;82,0143803701721;0;0;27,4093872410983
MRK;05;2018;2001;1;Zala Megyei Szent Rafael Kórház;Csecsemő- és gyermekgyógyászat;58;12395;2598;Zala Megyei Kórház;8,06776926179911;0,2042580244248;44,942444581995;3,84911470361817;0,0974506721409518;21,4270350785379
MRK;05;2018;2002;8;Kanizsai Dorottya Kórház, Nagykanizsa;Csecsemő- és gyermekgyógyászat;34;6013;1586;Kanizsai Dorottya Kórház, Nagykanizsa;133,04506901713;57,4563641866422;261,982618217415;50,4413619167718;21,8013958501161;99,1464604859871
MRK;05;2018;2003;0;Keszthelyi Kórház;Csecsemő- és gyermekgyógyászat;15;2591;792;Keszthelyi Kórház;0;0;142,271505953975;0;0;46,4684592617226
MRK;05;2019;0101;0;Szent Imre Egyetemi Oktatókórház;Csecsemő- és gyermekgyógyászat;4;340;308;Szent Imre Kórház;0;0;1079,10003345828;0;0;119,054439845054
MRK;05;2019;0106;0;Észak-Közép-budai Centrum, Új Szent János Kórház és Szakrendelő;Csecsemő- és gyermekgyógyászat;77;15084;4446;Szent János Kórház és Észak-budai Egyesített Kórházak;0;0;24,452588321915;0;0;8,2936336748434
MRK;05;2019;0109;1;Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet;Csecsemő- és gyermekgyógyászat;12;1687;491;Egyesített Szent István és Szent László Kórház-Rendelőintézet;59,2768227622999;1,5007479552799;329,822162637319;20,3665987780041;0,515624343274433;112,948554371936
MRK;05;2019;0112;0;Bajcsy-Zsilinszky Kórház és Rendelőintézet;Csecsemő- és gyermekgyógyászat;4;525;370;Bajcsy-Zsilinszky Kórház és Rendelőintézet;0;0;700,180936201278;0;0;99,2040933174687
MRK;05;2019;0115;0;Jahn Ferenc Dél-pesti Kórház;Csecsemő- és gyermekgyógyászat;25;3581;467;Jahn Ferenc Dél-pesti Kórház;0;0;102,959511363986;0;0;78,6798357033824
MRK;05;2019;0116;0;Péterfy Kórház-Rendelőintézet és Manninger Jenő Országos Traumatológiai Intézet;Csecsemő- és gyermekgyógyászat;31,6;6353;645;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;0;0;58,0483029205101;0;0;57,0286950191562
MRK;05;2019;0122;1;Heim Pál Országos Gyermekgyógyászati Intézet;Csecsemő- és gyermekgyógyászat;388;65095;19628;Heim Pál Gyermekkórház;1,53621629925494;0,0388936217233019;8,55894883738788;0,509476258406358;0,0128988137639097;2,83828947235027
MRK;05;2019;0140;1;Semmelweis Egyetem;Csecsemő- és gyermekgyógyászat;313;79454;18192;Semmelweis Egyetem;1,25858987590304;0,0318647317322776;7,01221222632289;0,549692172383465;0,0139169911867306;3,06230396070814
MRK;05;2019;0162;3;Gottsegen György Országos Kardiológiai Intézet;Csecsemő- és gyermekgyógyászat;41;10748;2740;Gottsegen György Országos Kardiológiai Intézet;27,9121697059918;5,7565303597477;81,5493219968096;10,9489051094891;2,25849685487463;31,9636877234341
MRK;05;2019;01A6;0;Magyar Honvédség Egészségügyi Központ;Csecsemő- és gyermekgyógyászat;14,6;4854;309;Magyar Honvédség Egészségügyi Központ;0;0;75,967822330942;0;0;118,671445650658
MRK;05;2019;01E8;0;Szent Margit Kórház, Budapest;Csecsemő- és gyermekgyógyászat;18;2609;254;Szent Margit Kórház, Budapest;0;0;141,290640831456;0;0;144,181952442444
MRK;05;2019;0204;0;Mohácsi Kórház;Csecsemő- és gyermekgyógyászat;21;2599;720;Mohácsi Kórház;0;0;141,833889752236;0;0;51,1034123477412
MRK;05;2019;0207;0;Szigetvári Kórház;Csecsemő- és gyermekgyógyászat;15;2907;842;Szigetvári Kórház;0;0;126,815958565532;0;0;43,7150900450631
MRK;05;2019;0242;8;Pécsi Tudományegyetem;Csecsemő- és gyermekgyógyászat;139,3;30642;6143;Pécsi Tudományegyetem;26,1079563997128;11,2722147780228;51,4365656868873;13,0229529545825;5,62401042270137;25,6441968423227
