KorhazNevFactor;lci;fit;uci;type;year;formula;family
Komlói Egészségcentrum;0,852040376123581;12,3363190523049;178,907579570257;MRK;2016;s(CMIdev);QP
Kazincbarcikai Kórház Nonprofit Kft.;0,145486449154339;6,28723028219045;271,940204491734;MRK;2016;s(CMIdev);QP
Sátoraljaújhelyi Erzsébet Kórház;13,9282232124158;34,6365677641553;86,9707425680546;MRK;2016;s(CMIdev);QP
Tüdőgyógyintézet, Törökbálint;28,0503810789975;63,715216793372;146,435771581648;MRK;2016;s(CMIdev);QP
Országos Klinikai Idegtudományi Intézet;14,4111979853403;29,1899432021835;59,9350084114703;MRK;2016;s(CMIdev);QP
Mátrai Gyógyintézet;0,0881040551457807;3,82526588658925;166,228540975443;MRK;2016;s(CMIdev);QP
Szigetvári Kórház;4,57705829122805;19,5952522617347;84,2925768911273;MRK;2016;s(CMIdev);QP
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;48,5932203149965;92,8928621731577;180,308110140698;MRK;2016;s(CMIdev);QP
Bajcsy-Zsilinszky Kórház és Rendelőintézet;52,4628086990179;80,73255859516;127,267100935163;MRK;2016;s(CMIdev);QP
Egyesített Szent István és Szent László Kórház-Rendelőintézet;27,1621293755814;41,8264141902961;65,8773995650655;MRK;2016;s(CMIdev);QP
Csolnoky Ferenc Kórház, Veszprém;26,0182234965171;44,5667786285038;77,7632369657853;MRK;2016;s(CMIdev);QP
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;33,4896284110518;58,3144818552793;103,399866173727;MRK;2016;s(CMIdev);QP
Pest Megyei Flór Ferenc Kórház, Kistarcsa;7,04247002078726;16,2550627937046;37,9236066776942;MRK;2016;s(CMIdev);QP
Jávorszky Ödön Kórház, Vác;16,8568188454837;34,1323963818266;70,0574228853407;MRK;2016;s(CMIdev);QP
Mohácsi Kórház;0,0521581990878543;2,25130653898657;97,2571379036079;MRK;2016;s(CMIdev);QP
Békés Megyei Központi Kórház;19,0065097617561;31,3294522024737;52,6710855250759;MRK;2016;s(CMIdev);QP
Bács-Kiskun Megyei Kórház, Kecskemét;14,0330833271699;23,5339758182668;40,2337410014996;MRK;2016;s(CMIdev);QP
Kátai Gábor Kórház, Karcag;0,571503138692149;5,099733712428;45,6145429582646;MRK;2016;s(CMIdev);QP
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;32,915758401783;50,9365751942812;80,7278457347782;MRK;2016;s(CMIdev);QP
Szent Margit Kórház, Budapest;32,8388193100356;61,6330713798882;117,503988195621;MRK;2016;s(CMIdev);QP
Országos Sportegészségügyi Intézet;0,412923898347581;17,9079075645211;777,312787891746;MRK;2016;s(CMIdev);QP
Bajai Szent Rókus Kórház;3,00182294591418;10,8790839209116;39,6557482132225;MRK;2016;s(CMIdev);QP
Uzsoki utcai Kórház;27,9435711881753;47,1240503246818;81,0038915980061;MRK;2016;s(CMIdev);QP
Pécsi Tudományegyetem;17,9968633564693;27,8502734294283;44,0948996858263;MRK;2016;s(CMIdev);QP
Magyar Honvédség Egészségügyi Központ;26,8889459663676;40,3651903861107;62,139549466473;MRK;2016;s(CMIdev);QP
Kiskunhalasi Semmelweis Kórház;5,53674009743242;15,7805155153833;45,3272031567342;MRK;2016;s(CMIdev);QP
Szent Lázár Megyei Kórház, Salgótarján;14,8248219526569;29,0824885447257;57,8735854747774;MRK;2016;s(CMIdev);QP
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;22,9017063666743;34,922558173483;54,5497084034318;MRK;2016;s(CMIdev);QP
Semmelweis Egyetem;21,1684272552086;31,1185835446393;46,9694831808051;MRK;2016;s(CMIdev);QP
Nyírő Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet;1,09829401394019;7,36987781879004;49,6034864237664;MRK;2016;s(CMIdev);QP
Somogy Megyei Kaposi Mór Oktató Kórház;8,09540530591908;16,1623593121196;32,415471139827;MRK;2016;s(zCMI);NB
Kenézy Gyula Kórház és Rendelőintézet, Debrecen;10,0515199470237;20,5340242060584;42,1464543968993;MRK;2016;s(zCMI);NB
Felső-Szabolcsi Kórház, Kisvárda;17,3105428213388;38,5066525612508;86,0165874874458;MRK;2016;s(zCMI);NB
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;36,6669482218255;63,1650549673741;109,475843117737;MRK;2016;s(zCMI);NB
Heim Pál Gyermekkórház;1,31348629835937;11,4288540364173;99,5077194602322;MRK;2016;s(zCMI);NB
Vaszary Kolos Kórház, Esztergom;13,4886327040614;29,6078252196864;65,2658360604568;MRK;2016;s(zCMI);NB
Keszthelyi Kórház;1,90769943214103;7,99766146540079;33,5821305175716;MRK;2016;s(zCMI);NB
Szent Borbála Kórház, Tatabánya;6,92357915187887;14,6583471912004;31,1687390952084;MRK;2016;s(zCMI);NB
Nagyatádi Kórház;1,46862356419187;7,01911951620285;33,5929126275535;MRK;2016;s(zCMI);NB
Szent János Kórház és Észak-budai Egyesített Kórházak;29,470588811187;56,0249243128189;107,117750603989;MRK;2016;s(zCMI);NB
Bugát Pál Kórház, Gyöngyös;9,24463270501213;25,6493233779756;71,3732958327291;MRK;2016;s(zCMI);NB
Országos Orvosi Rehabilitációs Intézet;0,455723146366587;4,83646420307642;51,3600004518426;MRK;2016;s(zCMI);NB
Dr. Bugyi István Kórház, Szentes;23,3197169902026;48,2759085735158;100,417480696689;MRK;2016;s(zCMI);NB
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;19,6616964577716;46,1300702289031;108,643273843797;MRK;2016;s(zCMI);NB
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;0,235309765775407;1,08771974923403;5,03430876805373;MRK;2016;s(zCMI);NB
Petz Aladár Megyei Oktató Kórház, Győr;28,2907481045431;50,2003604624249;89,5686779669743;MRK;2016;s(zCMI);NB
Siófoki Kórház-Rendelőintézet;9,95609689306385;23,2730332889437;54,6058701978537;MRK;2016;s(zCMI);NB
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;7,01069091899738;18,0522505294459;46,6109938794374;MRK;2016;s(zCMI);NB
Jahn Ferenc Dél-pesti Kórház;35,8427663935081;70,7138583859276;140,255710639819;MRK;2016;s(zCMI);NB
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;21,1214744366291;49,4291259349973;116,12205519853;MRK;2016;s(zCMI);NB
Kanizsai Dorottya Kórház, Nagykanizsa;10,8700183414825;23,3771966924748;50,4953520775626;MRK;2016;s(zCMI);NB
Jászberényi Szent Erzsébet Kórház;6,45284300272476;18,8168542228948;55,0188655682418;MRK;2016;s(zCMI);NB
Dombóvári Szent Lukács Kórház;2,27421697734705;8,79674887860176;34,086781643839;MRK;2016;s(zCMI);NB
Gróf Tisza István Kórház, Berettyóújfalu;10,0001976415678;23,8636098006855;57,1552859984522;MRK;2016;s(zCMI);NB
Országos Onkológiai Intézet;17,9126440194713;48,6685309818257;132,607831532082;MRK;2016;s(zCMI);NB
Zala Megyei Kórház;18,822228699187;35,358876250522;66,7721385233072;MRK;2016;s(zCMI);NB
Budai Irgalmasrendi Kórház;30,3691761701502;64,0650634578589;135,77386738264;MRK;2016;s(zCMI);NB
Országos Korányi Tbc és Pulmonológiai Intézet;4,82099638474575;14,5235949512342;43,850944166989;MRK;2016;s(zCMI);NB
Budai Egészségközpont Zrt.;5,29968568126897;19,9234092434822;75,040498827599;MRK;2016;s(zCMI);NB
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;22,9593671852452;45,5434508835846;90,7779494757105;MRK;2016;s(zCMI);NB
Orosházi Kórház;10,594361023426;24,7330382219332;57,9581519961709;MRK;2016;s(zCMI);NB
Gottsegen György Országos Kardiológiai Intézet;7,52527103958186;21,2370608482895;60,1197994654334;MRK;2016;s(zCMI);NB
Almási Balogh Pál Kórház, Ózd;8,73944079083287;24,3008647842999;67,7673692064149;MRK;2016;s(zCMI);NB
Borsod-Abaúj-Zemplén Megyei Kórház és Egyetemi Oktató Kórház;15,8313942294223;29,6093067751402;55,6849800429006;MRK;2016;s(zCMI);NB
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;16,0336239114733;29,586578994175;54,8862562383081;MRK;2016;s(zCMI);NB
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;54,236014509155;98,2173240385661;178,896054640356;MRK;2016;s(zCMI);NB
Tolna Megyei Balassa János Kórház;24,7357479661279;45,8531483744616;85,4405224342424;MRK;2016;s(zCMI);NB
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;15,0033311246536;39,5737618304086;104,715761889008;MRK;2016;s(zCMI);NB
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;12,8182776401428;26,675104615294;55,7640978333968;MRK;2016;s(zCMI);NB
Markusovszky Egyetemi Oktatókórház, Szombathely;11,882826303559;22,6112784162292;43,2443692292519;MRK;2016;s(zCMI);NB
Magyar Imre Kórház, Ajka;3,13056202434988;9,36431335279892;28,0731828179558;MRK;2016;s(zCMI);NB
Miskolci Semmelweis Kórház és Egyetemi Oktatókórház;3,97968358942471;9,75780298491467;23,9909718209152;MRK;2016;s(zCMI);NB
Debreceni Egyetem Klinikai Központ;38,8365691254764;67,7443841545915;118,841001702173;MRK;2016;s(zCMI);NB
Magyarországi Református Egyház Bethesda Gyermekkórháza;2,02997208497817;18,7046693756902;172,415565271266;MRK;2016;s(zCMI);NB
Szent Imre Kórház;20,0310175634659;41,9903271674651;88,4140893100313;MRK;2016;s(zCMI);NB
Komlói Egészségcentrum;2,07951196421202;12,3027385292979;72,8644080576344;MRK;2016;s(zCMI);NB
Kazincbarcikai Kórház Nonprofit Kft.;0,571575017501902;7,00802582617586;85,9766503938726;MRK;2016;s(zCMI);NB
Sátoraljaújhelyi Erzsébet Kórház;13,6161331898743;32,8105529696024;79,3506204310574;MRK;2016;s(zCMI);NB
Tüdőgyógyintézet, Törökbálint;24,4298436908389;77,9345127486937;249,122864166199;MRK;2016;s(zCMI);NB
Országos Klinikai Idegtudományi Intézet;8,79110181962528;25,4997050717187;74,1775455897686;MRK;2016;s(zCMI);NB
Mátrai Gyógyintézet;0,440501373190523;4,37103442750067;43,3991263791471;MRK;2016;s(zCMI);NB
Szigetvári Kórház;7,86385608951586;22,0898187353654;62,2237291966641;MRK;2016;s(zCMI);NB
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;41,10921102366;101,072236989388;249,392209387708;MRK;2016;s(zCMI);NB
Bajcsy-Zsilinszky Kórház és Rendelőintézet;27,0490027079101;55,6031640196574;114,866273315403;MRK;2016;s(zCMI);NB
Egyesített Szent István és Szent László Kórház-Rendelőintézet;16,0061090759007;31,7123298242647;63,1017843796099;MRK;2016;s(zCMI);NB
Csolnoky Ferenc Kórház, Veszprém;16,0183456742639;31,3260727431505;61,5797406139809;MRK;2016;s(zCMI);NB
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;38,6711132936282;74,8559599644903;145,692844366541;MRK;2016;s(zCMI);NB
Pest Megyei Flór Ferenc Kórház, Kistarcsa;7,54212499021071;16,9205574102027;38,1117240641809;MRK;2016;s(zCMI);NB
Jávorszky Ödön Kórház, Vác;14,3202056820898;30,6328277606609;65,8241016599024;MRK;2016;s(zCMI);NB
Mohácsi Kórház;0,23989814445769;2,10108515827324;18,414985800509;MRK;2016;s(zCMI);NB
Békés Megyei Központi Kórház;23,7797881401003;42,5837366593649;76,6849326769489;MRK;2016;s(zCMI);NB
Bács-Kiskun Megyei Kórház, Kecskemét;18,6749656792599;34,2779732491666;63,2736480176206;MRK;2016;s(zCMI);NB
Kátai Gábor Kórház, Karcag;1,15130878440417;4,65293091211248;18,8348478090143;MRK;2016;s(zCMI);NB
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;16,1694198892586;32,8924679554493;67,2461051195884;MRK;2016;s(zCMI);NB
Szent Margit Kórház, Budapest;35,4134887321425;78,3370766703137;174,016006078549;MRK;2016;s(zCMI);NB
Országos Sportegészségügyi Intézet;1,60506240096417;20,6675250864208;266,26326943427;MRK;2016;s(zCMI);NB
Bajai Szent Rókus Kórház;4,02815806866028;10,7574988732451;28,8144963055532;MRK;2016;s(zCMI);NB
Uzsoki utcai Kórház;29,0096332193113;55,2828052885962;105,908791798417;MRK;2016;s(zCMI);NB
Pécsi Tudományegyetem;18,8679121762459;33,6604104796204;60,384389827304;MRK;2016;s(zCMI);NB
Magyar Honvédség Egészségügyi Központ;24,3482461114997;44,7746353623104;82,8085963669467;MRK;2016;s(zCMI);NB
Kiskunhalasi Semmelweis Kórház;7,16223546819089;16,5934326692523;38,5773940560437;MRK;2016;s(zCMI);NB
Szent Lázár Megyei Kórház, Salgótarján;12,4947033587737;26,1422466314053;54,9509023526158;MRK;2016;s(zCMI);NB
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;22,5825616854582;40,7137376356137;73,8193015175536;MRK;2016;s(zCMI);NB
Semmelweis Egyetem;18,7664800600103;33,5848685338709;60,4691575007273;MRK;2016;s(zCMI);NB
Nyírő Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet;2,13701326500529;8,07227067075545;30,5467502416623;MRK;2016;s(zCMI);NB
Somogy Megyei Kaposi Mór Oktató Kórház;18,2629966963894;24,8222009192937;33,8939464646551;MRK;2016;s(zCMI);P
Kenézy Gyula Kórház és Rendelőintézet, Debrecen;18,8473568716693;26,4264288325566;37,20828263314;MRK;2016;s(zCMI);P
Felső-Szabolcsi Kórház, Kisvárda;38,451932128511;54,648154562479;77,9876794673118;MRK;2016;s(zCMI);P
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;48,3221512624069;58,1584892688608;70,5551588935749;MRK;2016;s(zCMI);P
Heim Pál Gyermekkórház;2,52540803063069;10,482216995088;43,5282245996256;MRK;2016;s(zCMI);P
Vaszary Kolos Kórház, Esztergom;19,2067664282212;29,9320924012029;46,7847841291175;MRK;2016;s(zCMI);P
Keszthelyi Kórház;2,59872142997634;8,23823678166766;26,1333687223977;MRK;2016;s(zCMI);P
Szent Borbála Kórház, Tatabánya;11,0323600597967;16,8836123525153;25,9183341924614;MRK;2016;s(zCMI);P
Nagyatádi Kórház;1,66503414963496;6,77437258397158;27,5751516137315;MRK;2016;s(zCMI);P
Szent János Kórház és Észak-budai Egyesített Kórházak;46,8558806777985;60,0820416158902;77,50741521946;MRK;2016;s(zCMI);P
Bugát Pál Kórház, Gyöngyös;15,0959920579792;26,2944233371033;45,9002432950162;MRK;2016;s(zCMI);P
Országos Orvosi Rehabilitációs Intézet;0,909273083075896;6,52051464827429;46,7707926611264;MRK;2016;s(zCMI);P
Dr. Bugyi István Kórház, Szentes;29,9576137652747;43,4934419021691;63,3804095646621;MRK;2016;s(zCMI);P
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;36,9561000587916;53,7687947460877;78,5237058137349;MRK;2016;s(zCMI);P
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;0,263735359951618;1,06646183352592;4,31439060055368;MRK;2016;s(zCMI);P
Petz Aladár Megyei Oktató Kórház, Győr;29,0339145389883;37,289998472035;48,1716666939924;MRK;2016;s(zCMI);P
Siófoki Kórház-Rendelőintézet;21,5834832162495;34,68293387608;55,8870463318245;MRK;2016;s(zCMI);P
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;10,5141329338073;20,7283924787788;40,9296645578839;MRK;2016;s(zCMI);P
Jahn Ferenc Dél-pesti Kórház;54,64681904364;69,2846816919396;88,408523206135;MRK;2016;s(zCMI);P
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;39,193800138403;59,4585614409441;90,4981518532622;MRK;2016;s(zCMI);P
Kanizsai Dorottya Kórház, Nagykanizsa;12,8427590611458;20,860846658893;33,9733745716698;MRK;2016;s(zCMI);P
Jászberényi Szent Erzsébet Kórház;7,1542649853507;15,3568088951237;33,0080425229628;MRK;2016;s(zCMI);P
Dombóvári Szent Lukács Kórház;3,61547087677038;9,81231592803653;26,6530301477611;MRK;2016;s(zCMI);P
Gróf Tisza István Kórház, Berettyóújfalu;17,3577496605574;28,5078529430567;46,9412134438331;MRK;2016;s(zCMI);P
Országos Onkológiai Intézet;11,7530945371141;20,7021140987502;36,5406894075457;MRK;2016;s(zCMI);P
Zala Megyei Kórház;28,5606088184936;38,2662978390476;51,5215075384736;MRK;2016;s(zCMI);P
Budai Irgalmasrendi Kórház;43,7077090587214;61,2132957377391;86,1036465785625;MRK;2016;s(zCMI);P
Országos Korányi Tbc és Pulmonológiai Intézet;9,22805501812618;15,5187150634891;26,1596619441062;MRK;2016;s(zCMI);P
Budai Egészségközpont Zrt.;13,0297210103369;23,1739315242627;41,300965576714;MRK;2016;s(zCMI);P
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;30,5717845486084;42,1461289447568;58,3619642932361;MRK;2016;s(zCMI);P
Orosházi Kórház;11,7864928377062;20,9760610454268;37,4075278416675;MRK;2016;s(zCMI);P
Gottsegen György Országos Kardiológiai Intézet;12,2016893131976;20,4469055138548;34,3500247811071;MRK;2016;s(zCMI);P
Almási Balogh Pál Kórház, Ózd;14,1103581948092;24,6151237572272;43,0337592280133;MRK;2016;s(zCMI);P
Borsod-Abaúj-Zemplén Megyei Kórház és Egyetemi Oktató Kórház;31,5602663253497;39,4769864256965;49,709970838307;MRK;2016;s(zCMI);P
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;23,9168294914104;30,6285035381582;39,4560698717731;MRK;2016;s(zCMI);P
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;76,1520965569506;94,5990708917777;118,32238298249;MRK;2016;s(zCMI);P
Tolna Megyei Balassa János Kórház;37,3205117474325;49,1523729745219;65,0724845288195;MRK;2016;s(zCMI);P
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;22,0115264522792;38,06295440724;65,9697780797892;MRK;2016;s(zCMI);P
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;16,1021976678952;24,8197812017123;38,3734615431819;MRK;2016;s(zCMI);P
Markusovszky Egyetemi Oktatókórház, Szombathely;21,1929316279013;28,0414348440424;37,2938894918907;MRK;2016;s(zCMI);P
Magyar Imre Kórház, Ajka;4,27897675969043;9,71534989625428;22,0841875159803;MRK;2016;s(zCMI);P
Miskolci Semmelweis Kórház és Egyetemi Oktatókórház;4,93228515711367;8,95123998257142;16,2753736191481;MRK;2016;s(zCMI);P
Debreceni Egyetem Klinikai Központ;67,1884811719874;80,4168884206309;97,0575716459898;MRK;2016;s(zCMI);P
Magyarországi Református Egyház Bethesda Gyermekkórháza;2,14595306127486;15,5797309618345;113,130483170942;MRK;2016;s(zCMI);P
Szent Imre Kórház;32,0296407140705;42,9491499315409;57,8778007529404;MRK;2016;s(zCMI);P
Komlói Egészségcentrum;3,42510373379519;13,9019701282811;56,4523739304809;MRK;2016;s(zCMI);P
Kazincbarcikai Kórház Nonprofit Kft.;1,07168036781296;7,79160226185977;56,6624795115909;MRK;2016;s(zCMI);P
Sátoraljaújhelyi Erzsébet Kórház;21,6292868198574;35,0962842472302;57,0992939464299;MRK;2016;s(zCMI);P
Tüdőgyógyintézet, Törökbálint;43,9006022559679;67,889380265852;105,316745203707;MRK;2016;s(zCMI);P
Országos Klinikai Idegtudományi Intézet;24,7462261783984;36,3637606011776;53,631137378349;MRK;2016;s(zCMI);P
Mátrai Gyógyintézet;0,5413020598062;3,88779178652901;27,9300176501487;MRK;2016;s(zCMI);P
Szigetvári Kórház;8,98252151144227;19,4709468591324;42,2614235872041;MRK;2016;s(zCMI);P
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;72,0955000349951;103,016084517899;147,796067569064;MRK;2016;s(zCMI);P
Bajcsy-Zsilinszky Kórház és Rendelőintézet;62,9723292270764;79,4867170923333;100,985911861824;MRK;2016;s(zCMI);P
Egyesített Szent István és Szent László Kórház-Rendelőintézet;29,2135652225194;37,3671313461778;48,0811719222877;MRK;2016;s(zCMI);P
Csolnoky Ferenc Kórház, Veszprém;33,5008542516202;44,6827919888174;59,8972909318026;MRK;2016;s(zCMI);P
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;43,0541122391589;58,3857698660652;79,5562789122709;MRK;2016;s(zCMI);P
Pest Megyei Flór Ferenc Kórház, Kistarcsa;10,5098481716624;16,31869735845;25,4131658891877;MRK;2016;s(zCMI);P
Jávorszky Ödön Kórház, Vác;24,0637483005396;35,2469454170011;51,8150294376236;MRK;2016;s(zCMI);P
Mohácsi Kórház;0,322286661952244;2,30773805176284;16,5286359400365;MRK;2016;s(zCMI);P
Békés Megyei Központi Kórház;23,8373339984587;31,1605477468189;40,9519635965322;MRK;2016;s(zCMI);P
Bács-Kiskun Megyei Kórház, Kecskemét;17,8916340088249;23,5994541558834;31,2915434910049;MRK;2016;s(zCMI);P
Kátai Gábor Kórház, Karcag;1,65768005241499;5,22273985512692;16,4658793611417;MRK;2016;s(zCMI);P
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;40,4786590416223;51,4742147159304;65,8728387118435;MRK;2016;s(zCMI);P
Szent Margit Kórház, Budapest;45,3567296897156;63,5650028423335;89,4619766177232;MRK;2016;s(zCMI);P
Országos Sportegészségügyi Intézet;3,29326292627288;23,8486909347221;172,747258006706;MRK;2016;s(zCMI);P
Bajai Szent Rókus Kórház;5,5800355674747;11,0107223267038;21,7614533639179;MRK;2016;s(zCMI);P
Uzsoki utcai Kórház;37,5432839781262;49,873780856282;66,5951284853236;MRK;2016;s(zCMI);P
Pécsi Tudományegyetem;22,1281195690782;28,3492123803592;36,5339032149646;MRK;2016;s(zCMI);P
Magyar Honvédség Egészségügyi Központ;32,5020401011813;40,7358647702904;51,3956267831597;MRK;2016;s(zCMI);P
Kiskunhalasi Semmelweis Kórház;9,41291816622195;16,4131051645219;28,6803021726719;MRK;2016;s(zCMI);P
Szent Lázár Megyei Kórház, Salgótarján;19,8553009406091;28,4207278250883;40,8392162377694;MRK;2016;s(zCMI);P
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;28,0001877195773;35,6229462845366;45,6000120688045;MRK;2016;s(zCMI);P
Semmelweis Egyetem;25,3631892593928;31,5544817297805;39,5284356008798;MRK;2016;s(zCMI);P
Nyírő Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet;2,84247379712921;7,73491935966308;21,0661152263446;MRK;2016;s(zCMI);P
Somogy Megyei Kaposi Mór Oktató Kórház;13,3250252039159;23,6765589838511;42,7899724515021;MRK;2016;s(zCMI);QP
Kenézy Gyula Kórház és Rendelőintézet, Debrecen;13,5404242608499;25,6212829943326;49,2228572400363;MRK;2016;s(zCMI);QP
Felső-Szabolcsi Kórház, Kisvárda;26,5537001318437;50,0224013460592;95,7014346764039;MRK;2016;s(zCMI);QP
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;42,7624753725517;59,7184609508251;85,9250891245678;MRK;2016;s(zCMI);QP
Heim Pál Gyermekkórház;0,713909085741012;10,6906298907507;160,347474949155;MRK;2016;s(zCMI);QP
Vaszary Kolos Kórház, Esztergom;12,5903794544963;28,97482237653;67,4030126813738;MRK;2016;s(zCMI);QP
Keszthelyi Kórház;0,942099306568789;8,3536384758421;74,2477106613258;MRK;2016;s(zCMI);QP
Szent Borbála Kórház, Tatabánya;7,4408394379906;16,5914796642575;37,4165873383351;MRK;2016;s(zCMI);QP
Nagyatádi Kórház;0,410963172553888;5,89716512161156;84,7602165988229;MRK;2016;s(zCMI);QP
Szent János Kórház és Észak-budai Egyesített Kórházak;37,9966218650804;59,7753917386975;96,1792949151216;MRK;2016;s(zCMI);QP
Bugát Pál Kórház, Gyöngyös;9,49246076064856;26,9789435053843;77,2907733029631;MRK;2016;s(zCMI);QP
Országos Orvosi Rehabilitációs Intézet;0,135130408867815;5,77338446955303;246,877964860611;MRK;2016;s(zCMI);QP
Dr. Bugyi István Kórház, Szentes;21,8408720134428;43,7449829482253;88,8296701739071;MRK;2016;s(zCMI);QP
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;27,1550501894759;54,0142031824983;108,952291969925;MRK;2016;s(zCMI);QP
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;0,0759581878247193;1,0882344080909;15,6160623743063;MRK;2016;s(zCMI);QP
Petz Aladár Megyei Oktató Kórház, Győr;23,3362790107321;37,2787719407568;60,8248366363701;MRK;2016;s(zCMI);QP
Siófoki Kórház-Rendelőintézet;13,1162741052015;31,3314777495532;75,6121859015194;MRK;2016;s(zCMI);QP
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;5,41424095283281;19,5564590170136;71,0364147515383;MRK;2016;s(zCMI);QP
Jahn Ferenc Dél-pesti Kórház;44,2063991859637;67,8001081341512;106,524272300093;MRK;2016;s(zCMI);QP
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;26,6582640427263;57,4197397272236;125,192326902027;MRK;2016;s(zCMI);QP
Kanizsai Dorottya Kórház, Nagykanizsa;8,57553862168112;21,2648359735994;53,2398977303974;MRK;2016;s(zCMI);QP
Jászberényi Szent Erzsébet Kórház;3,54392157712439;15,0602583353801;64,3078112327205;MRK;2016;s(zCMI);QP
Dombóvári Szent Lukács Kórház;1,52313818386058;10,1407203506605;67,7201692156387;MRK;2016;s(zCMI);QP
Gróf Tisza István Kórház, Berettyóújfalu;10,6902618969627;27,1095460823047;69,391370541079;MRK;2016;s(zCMI);QP
Országos Onkológiai Intézet;7,16785336812417;19,8545146051587;55,4367953312076;MRK;2016;s(zCMI);QP
Zala Megyei Kórház;20,7406712264753;35,7600201001821;62,7803654188431;MRK;2016;s(zCMI);QP
Budai Irgalmasrendi Kórház;35,3784018526021;63,5033753475635;115,933624739428;MRK;2016;s(zCMI);QP
Országos Korányi Tbc és Pulmonológiai Intézet;5,60318999966222;14,8196011971215;39,5387941889981;MRK;2016;s(zCMI);QP
Budai Egészségközpont Zrt.;8,02599491942431;23,7767281242838;70,9706657370486;MRK;2016;s(zCMI);QP
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;23,1586845110318;41,4695036830474;75,5155341949782;MRK;2016;s(zCMI);QP
Orosházi Kórház;6,77888469643689;19,9876795568891;59,3785604834025;MRK;2016;s(zCMI);QP
Gottsegen György Országos Kardiológiai Intézet;9,83475140197083;22,1706693308605;50,5603914315271;MRK;2016;s(zCMI);QP
Almási Balogh Pál Kórház, Ózd;8,11735148244415;23,0643079016278;66,0503671022043;MRK;2016;s(zCMI);QP
Borsod-Abaúj-Zemplén Megyei Kórház és Egyetemi Oktató Kórház;25,6279510348471;38,4813818154081;59,2409898104044;MRK;2016;s(zCMI);QP
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;19,7365938120721;31,189419033879;50,3797038752715;MRK;2016;s(zCMI);QP
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;65,7619109062652;96,8308020597954;146,340780860275;MRK;2016;s(zCMI);QP
Tolna Megyei Balassa János Kórház;29,9171483205923;49,625900185572;83,9279303491772;MRK;2016;s(zCMI);QP
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;12,5937502840263;34,6763853831642;96,2785369024952;MRK;2016;s(zCMI);QP
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;11,0265137488844;24,9638372761259;57,146051904099;MRK;2016;s(zCMI);QP
Markusovszky Egyetemi Oktatókórház, Szombathely;16,959002124112;28,4431253874327;48,6302311466601;MRK;2016;s(zCMI);QP
Magyar Imre Kórház, Ajka;2,08974904472374;9,91999499185738;47,2863017134965;MRK;2016;s(zCMI);QP
